fips,distance_traveled_from_home_percent_increase_jan_to_april,median_home_dwell_time_percent_increase_jan_to_april,median_non_home_dwell_time_percent_increase_jan_to_april,median_percentage_time_home_percent_increase_jan_to_april,percentage_completely_home_percent_increase_jan_to_april
17185,-46.2016782683322,3.0743172158397623,-311.94372434651115,19.313037573562692,41.42438460669243
17187,-34.90656916228351,6.099438851625667,-266.7487011211376,14.306549986740924,24.92725603857068
17189,-33.30312492692785,-7.506928661162089,-264.81832543443926,15.646098288585353,31.74848231499582
17191,-26.260274392737404,0.8249312557287058,-189.49429309339334,12.430122983548964,25.74860882448813
17193,-77.23063007114793,-0.5543285262656344,-258.3414634146342,16.00872070388537,38.23230257933213
17195,-3.8427167113494214,-1.9237557359689235,-377.28382147838204,17.502198768689535,29.933126208299317
17197,-28.54418799462115,7.736807395494655,-1402.5343642611683,20.299189694577173,48.11284074034027
17199,-16.33091935871875,0.9268858767764242,-268.8079817959041,17.691264549666606,39.23441650223717
17201,-11.568325856298516,3.9135340578419178,-478.5788923719958,18.43834833547651,32.97346943298428
17203,-46.469950138778586,2.1315489580553226,-568.6763129689173,19.276932618291905,41.00239773521241
18177,-17.13357298037518,-21.0159824743158,-306.71805119421447,13.789805333633382,24.851450778762725
35001,-22.40327902314263,0.8799192205305931,-473.31436454561117,14.769203664552514,26.66560705410866
35003,-31.215171918659923,-15.271365263021266,-45.01187648456061,2.63254956201016,13.035840847148428
35005,-2.135975873133421,-4.4193541647078485,-93.69771489528944,8.076246334310845,15.499985564097157
35006,-41.4457876680939,-109.65937490811797,-16.57811511701453,-13.544201135442021,-20.00658275914538
35007,-34.13649507208598,-21.20646766169155,-53.85802469135802,0.583084805383493,8.937141025907973
35009,-24.59367507273573,-10.66847063539786,-156.47526721352224,11.752647762213863,23.67974928847402
35011,-95.29075752184504,8.695566380262944,-42.52272246882266,-4.452359750667852,-22.695546118950013
35013,-12.365271508685565,-1.7351322325144376,-250.36832412523026,10.69432502149614,21.02930393051236
35015,5.351524090462136,-26.729824692791116,-108.41462492437992,7.035667219317262,18.033817066930936
35017,-40.16610578997328,-29.854433480299562,-120.73774179037335,4.834861701334534,7.575251082986428
35019,-19.557608308343987,-403.7677224736048,-21.66337935568704,-144.62761604115508,-36.94234508187002
35021,-260.4118666507455,-146.03234017068428,-2.3952762923351303,-58.31180017226533,-56.7390480717965
35023,-0.7419185663754104,-59.48743969093271,-54.533986346096775,-7.320194522651663,-3.3207395417512964
35025,2.4671203014393344,-29.055277696054404,-103.22534637326814,5.05910766492947,16.46196126121007
35027,-58.8951540793201,-6.600945462930949,-101.74034754132994,9.073958980733371,13.271993839882043
35028,-84.29340644820293,7.353018579925259,-2424.5993589743593,14.06655733224,32.92388058057111
35029,-12.358519755067395,-5.945969369436287,-134.9480968858132,10.658034226866588,13.702523290657545
35031,-39.790318228989676,-27.978753025337845,-155.62712470925038,12.97267238639975,17.925907492480274
35033,-55.56896619812868,-22.684691094509642,11.97272438947031,-32.462852073630515,-47.10111602832871
35035,-15.361531706389375,-10.157762903089997,-162.32450862414765,8.632987719685275,11.680017996141224
35037,-37.912047211042236,-40.9712161281668,-52.300756995832245,0.44865189764724855,-4.530621454282913
35039,-145.5973318398665,-14.574670824670827,-112.11571675302243,9.089516808331432,8.243137897292206
35041,-9.314990666342029,-9.868570133695927,-108.35308576946714,11.971215012722633,17.23140119994368
