,telework_score,percent_freq_or_always_mask_use,percent_republican_2016_pres,population_total,percent_uninsured,percent_below_poverty_line,percent_households_more_people_than_rooms,percent_racial_minority,percent_without_high_school_diploma,percent_over_65,population_density,distance_traveled_from_home_percent_increase_jan_to_april,median_home_dwell_time_percent_increase_jan_to_april,median_non_home_dwell_time_percent_increase_jan_to_april,median_percentage_time_home_percent_increase_jan_to_april,percentage_completely_home_percent_increase_jan_to_april,start_date,end_date,num_days,starting_cases_100k,ending_cases_100k,net_cases,avg_new_cases
6051,0.33620415492660555,0.95,0.4001137225170584,14174,16.6,10.4,1.4,34.9,11.3,14.3,4.648759956859796,-107.65467651635751,26.100296371731094,-412.2314552087556,27.085026510313877,26.866993216729345,2020-05-03,2021-01-30,272,181.69,7959.47,7777.780000000001,28.59477941176471
6053,0.26767654578519623,0.904,0.2615660230271048,433212,11.2,14.1,13.7,69.7,28.7,12.8,132.00764164853078,-21.265446582199267,14.568345323741006,-617.9154302670623,16.375121477162295,30.549556222783888,2020-05-03,2021-01-30,272,51.91,9096.47,9044.56,33.25205882352941
6059,0.3813552741715144,0.91,0.4234982100522663,3164182,8.4,11.5,8.9,59.0,14.9,13.9,3991.2423914038372,-34.83538783872226,19.98219755842296,-1570.772946859903,20.394420394420386,47.12773273281503,2020-07-05,2020-12-05,153,607.54,2750.91,2143.37,14.008954248366013
6063,0.2728126599933062,0.8170000000000001,0.5601488218272013,18699,3.5,11.7,0.9,16.7,6.1,26.7,7.32414870827921,-88.37899936046968,4.340922724696082,-72.73316062176161,5.036577425408837,5.604306247731659,2020-07-05,2021-01-30,209,58.95,2936.76,2877.8100000000004,13.769425837320576
6073,0.36874005544210703,0.9259999999999999,0.3657118799755052,3302833,8.7,12.5,6.7,54.1,12.9,13.3,784.7515690592427,-35.33492200172218,15.41726405862408,-1126.0154738878146,18.499758803666182,40.39938663142106,2020-07-26,2020-08-15,20,815.63,1037.58,221.94999999999993,11.097499999999997
6081,0.4174312151914737,0.912,0.1842619217262965,765935,4.8,7.0,7.8,60.4,10.8,15.4,1707.2552185436457,-55.417723393470105,26.159561779971515,-8240.451388888889,22.110929408558196,50.49392463733953,2020-06-21,2021-01-30,223,358.99,4621.44,4262.45,19.114125560538117
6083,0.3162566487137902,0.89,0.3188318079485932,443738,10.6,14.8,10.6,55.1,19.0,14.6,162.23607784597098,-18.27518025465764,12.568051018820976,-523.5810685893882,16.432171356572848,28.046557708226622,2020-05-31,2021-01-30,244,373.18,6370.54,5997.36,24.57934426229508
6087,0.34727803174001265,0.9059999999999999,0.17417967567399725,273765,6.2,14.3,7.3,42.5,13.6,15.0,615.0308933647062,-21.500531993037338,15.693836094712093,-1111.875,17.83698196337603,34.32149601998498,2020-04-26,2020-05-16,20,43.8,54.39,10.590000000000003,0.5295000000000002
6095,0.3155454604695258,0.8759999999999999,0.31255831873483714,438530,5.6,10.4,5.2,61.5,12.0,14.7,533.652780088484,-30.20483743589523,12.78993261989694,-706.7243675099867,17.63134152265945,35.210146975542706,2020-07-05,2021-01-30,209,351.49,6271.88,5920.39,28.327224880382776
6097,0.3343130689900691,0.944,0.22230198094727416,501317,6.9,10.3,5.2,36.5,12.0,18.2,318.1204047616615,-30.31405430777637,13.965142658232406,-800.0,18.61255636489768,34.577442661324234,2020-04-19,2020-05-23,34,36.22,96.44,60.22,1.7711764705882354
6099,0.26692204429703603,0.878,0.455973417912702,539301,6.5,16.1,6.7,57.4,21.7,12.6,360.4916903958505,-17.085268454379563,7.746461643852379,-300.09891196834826,12.014558818332816,27.399893824582872,2020-05-10,2020-05-30,20,92.23,132.18,39.95,1.9975
6101,0.2797860781727777,0.8320000000000001,0.5421949109566566,95872,9.6,16.0,6.4,53.3,22.0,14.8,159.1156929738906,-11.959563060335565,4.944809624209347,-316.45253390435386,13.87493319080707,26.492751024572016,2020-05-10,2020-06-27,48,34.34,158.15,123.81,2.579375
6107,0.2438516563065232,0.8210000000000001,0.5189791158509445,460477,9.8,25.5,9.8,71.0,30.2,10.9,95.44798089269872,-34.636439855989764,7.074786267640178,-215.6533333333333,10.529867178066633,20.222898337272735,2020-07-05,2021-01-30,209,1039.62,9509.68,8470.060000000001,40.526602870813406
6113,0.3316513870789119,0.9470000000000001,0.25263734925082226,214977,5.9,19.6,5.5,52.9,13.6,11.8,211.85594896450826,2.8873478066770843,6.288945398912526,-477.8721347694007,15.796349256787774,30.697522423322443,2020-05-10,2020-06-13,34,79.59,115.94,36.349999999999994,1.0691176470588233
6115,0.2858815589238653,0.8360000000000001,0.5726584920427863,75493,8.0,18.0,7.3,44.3,18.0,12.0,119.4479802909785,-36.25237038878281,10.214099907776164,-218.31387808041504,11.682126737036631,22.072924216719624,2020-05-10,2020-06-27,48,26.19,79.88,53.69,1.1185416666666665
11001,0.500327479482836,0.907,0.040874744593083774,684498,4.0,16.8,3.6,63.8,9.4,11.9,11196.400360342926,-5.6056008845708405,9.657252628740904,-1105.1954732510287,18.20560490256832,22.835374923690466,2020-12-20,2021-01-30,41,3840.28,5292.75,1452.4699999999998,35.426097560975606
17001,0.3030609105327846,0.54,0.7132797095552564,66427,4.7,12.1,1.0,8.2,7.4,19.5,77.67962620356653,-4.18846255941756,0.01945467061746403,-180.6437212624437,11.804736055385076,20.560455604535484,2020-05-03,2020-06-13,41,60.53,68.09,7.560000000000002,0.18439024390243908
17003,0.2800318625284597,0.6599999999999999,0.5256500351370345,6532,6.8,30.2,1.9,37.8,19.1,20.3,27.73425234376172,-74.79460617019829,-34.02087252530681,-95.44257979598551,-0.5925925925925932,8.746096254829643,2020-05-03,2020-06-13,41,63.9,271.57,207.67,5.065121951219512
17005,0.27780985255473506,0.7669999999999999,0.6491367861885791,16712,6.1,14.5,3.3,12.0,10.3,17.5,43.939774377340854,-18.16070866696814,-9.56539340138218,-235.78857885788585,12.852404643449415,32.89563808474749,2020-05-03,2020-06-13,41,36.17,72.34,36.17,0.8821951219512195
17007,0.2806128252222029,0.904,0.5339767836181035,53606,6.3,11.0,3.3,26.6,13.8,14.8,190.9301737816196,-11.314807425420804,3.7478991596638815,-512.9457364341083,18.81881881881881,40.58177939185412,2020-05-03,2020-06-13,41,257.77,971.29,713.52,17.402926829268292
17009,0.2753972890500058,0.585,0.7549390500210172,6675,5.9,10.0,2.4,26.1,15.7,14.2,21.836655484184643,-72.7187257313652,4.835091157585311,-227.6624375240293,12.322716589675027,20.234544495929534,2020-05-03,2020-06-13,41,15.09,150.88,135.79,3.3119512195121947
17011,0.2628036321013896,0.813,0.5600748295214532,33381,4.9,12.6,1.2,12.0,8.4,21.0,38.40943320601585,-13.157946378198064,-5.115104533709199,-256.34224755224324,11.560006138735426,31.334774920128613,2020-05-03,2020-06-13,41,36.23,69.44,33.21,0.81
17013,0.2716917364892502,0.639,0.6693893426682225,4858,2.9,12.8,1.4,3.0,9.4,22.9,19.139202161737348,-45.12078382791825,13.492215492406995,-289.92109038737436,18.46130885754794,36.116421255508364,2020-05-03,2020-06-13,41,20.7,20.7,0.0,0.0
17015,0.2624298939512074,0.7859999999999999,0.5955674949630625,14562,6.1,11.1,0.5,6.8,8.6,24.3,32.720419249962994,-67.859971330337,0.1537906040627563,-211.59792435671108,12.578286069942038,22.977516927629644,2020-05-03,2020-06-13,41,69.13,131.34,62.21000000000001,1.517317073170732
17017,0.2497205269765413,0.628,0.6276346604215457,12665,7.1,13.5,2.8,24.0,16.0,16.7,33.70582880941497,-44.65637876282709,-10.443735278474284,-165.71957326366208,9.59235466730114,1.291107048821044,2020-05-03,2020-06-13,41,320.18,600.34,280.16,6.833170731707318
17019,0.3281601722592314,0.853,0.3641681582049156,209448,4.8,20.9,5.0,32.3,4.9,11.9,210.2663439526297,-18.032191194594105,-12.76449216419932,-543.2117722328853,18.740902474526926,34.79655030135589,2020-05-03,2020-06-13,41,84.32,344.89,260.57,6.355365853658537
17021,0.29020952780958603,0.7929999999999999,0.6819975418849861,33231,4.9,13.0,1.2,4.9,11.2,19.1,46.837756515195636,-47.695048240781716,5.750557344562784,-324.0612715195879,17.645508621338738,38.697535424794296,2020-05-03,2020-06-13,41,85.03,106.28,21.25,0.5182926829268293
17023,0.2591071693347075,0.677,0.7091321897073662,15836,5.5,12.6,1.6,3.4,9.1,19.1,31.581755084315763,-44.26279162451332,-3.345379335424313,-286.61843971631197,16.044876993782104,36.336969386468375,2020-05-03,2020-06-13,41,31.81,76.36,44.55,1.0865853658536584
17025,0.2538917133699993,0.6779999999999999,0.7907086614173229,13338,7.9,16.0,3.4,3.8,10.1,19.7,28.48353150982441,-50.90457300936346,5.371611667648795,-184.2872469446777,15.290857652210974,33.02996200309056,2020-05-03,2020-06-13,41,15.05,15.05,0.0,0.0
17027,0.2900508404261941,0.7530000000000001,0.7125552557552098,37628,4.8,9.0,1.5,8.5,10.1,16.2,79.3833519113682,-39.59927781323756,6.826741996233504,-388.3628819313467,19.645247657295844,43.71637593693889,2020-05-03,2020-06-13,41,297.6,550.03,252.42999999999995,6.1568292682926815
17029,0.28060366492771177,0.632,0.5947491195169922,51736,6.3,21.5,1.1,9.0,9.5,16.1,101.7849098668555,2.7455391828985736,-3.189403865882525,-253.3798283261803,16.662767119014188,27.38841971794301,2020-05-03,2020-06-13,41,42.84,276.52,233.67999999999998,5.699512195121951
17031,0.35967962395769953,0.884,0.20998973879084507,5223719,9.5,15.1,3.4,57.5,13.3,13.9,5528.126574565039,-21.242510718294795,8.40385490342062,-1633.3798882681565,19.528619528619522,37.01652319467252,2020-05-03,2020-06-13,41,814.19,1627.1,812.9099999999999,19.827073170731705
17033,0.2534488641851961,0.611,0.719179651695692,19088,6.3,11.6,1.3,11.9,13.1,18.4,43.028460445697746,-52.753945298624885,-20.31233004428561,-187.2953896981529,9.350084561488275,29.37088078558657,2020-05-03,2020-06-13,41,52.71,89.61,36.9,0.8999999999999999
17035,0.2357593780239761,0.636,0.7555236213400395,10865,4.7,14.0,1.6,3.3,10.4,18.8,31.408995673213262,-26.06966490438704,7.393683427630348,-251.4592453616843,17.15651696841446,36.13852771935839,2020-05-03,2020-06-13,41,27.69,92.28,64.59,1.5753658536585367
17037,0.30809511800057626,0.9469999999999998,0.43786697247706413,104200,5.9,16.5,1.8,22.8,7.6,11.9,165.04474168441362,-8.863923637587659,-1.3762217200729838,-535.9113359836164,18.681478254556,34.58603235368208,2020-05-03,2020-06-13,41,119.77,473.33,353.56,8.623414634146341
17041,0.28181596288390925,0.7849999999999999,0.6975149957155099,19714,14.5,11.2,2.8,9.6,17.7,17.3,47.31384441953517,-31.738547276924013,-11.076682789197946,-311.343265503876,15.297562519784751,35.963542103559256,2020-05-03,2020-06-13,41,101.92,178.36,76.44000000000001,1.8643902439024393
17043,0.405091780164136,0.9229999999999999,0.3881227420825666,931743,5.9,6.8,2.4,32.7,7.4,14.5,2843.0487296534725,-37.77369563372253,14.604492876287193,-3148.977135980746,21.527777777777786,48.63530258407727,2020-05-03,2020-06-13,41,388.67,904.35,515.6800000000001,12.577560975609758
17045,0.2420125200993304,0.606,0.7170074939667217,17539,5.5,12.3,0.8,3.0,10.8,21.0,28.13512999528417,-11.056484638343454,-11.041763656114217,-264.69659657763464,12.907735321528394,32.966788059418825,2020-05-03,2020-06-13,41,0.0,5.74,5.74,0.14
17047,0.22918266955944624,0.534,0.8299970122497758,6507,5.6,10.3,1.3,3.4,8.5,20.5,29.255635459848172,-49.369267570639366,-1.7640626157271178,-224.23045622097752,15.674306115397902,27.6046481777887,2020-05-03,2020-06-13,41,0.0,30.98,30.98,0.755609756097561
17049,0.28953152139758964,0.6419999999999999,0.7743199500255551,34174,5.4,11.6,2.0,4.1,7.4,16.8,71.38097410638895,-12.93092084101868,-11.967875238807194,-253.66013071895412,13.61344537815126,30.963572557425927,2020-05-03,2020-06-13,41,17.58,23.43,5.850000000000001,0.14268292682926834
17051,0.2382978257457921,0.6990000000000001,0.7691184141888368,21724,8.1,17.9,1.7,7.9,17.0,18.3,30.3197932968106,-18.91227593442821,-3.2238493919114584,-227.58479352392655,11.430180180180171,25.11779337357815,2020-05-03,2020-06-13,41,74.19,102.02,27.83,0.678780487804878
17053,0.29097604321990705,0.7390000000000001,0.7004377736085053,13398,6.3,15.8,0.8,6.2,10.0,18.6,27.590798611250616,-51.66495000541212,-7.117848169048897,-281.67409057164065,12.982616303396876,24.73488204490319,2020-05-03,2020-06-13,41,67.82,165.79,97.97,2.3895121951219513
17055,0.2502457885572909,0.6160000000000001,0.7009780343113676,39127,6.5,19.6,1.5,4.1,12.3,19.8,95.68373135757037,-22.08729123486529,3.6159662215239576,-243.57694784288483,15.783314458286135,32.8268765629168,2020-05-03,2020-06-13,41,25.69,30.83,5.139999999999997,0.1253658536585365
17057,0.2494113564409725,0.643,0.5375704247641957,35418,6.1,16.5,1.5,8.1,11.9,19.6,40.91249266380372,-42.93985251128883,3.141441129417976,-239.41485864562787,14.76530690635323,28.04359724631044,2020-05-03,2020-06-13,41,8.55,34.2,25.650000000000002,0.625609756097561
17059,0.2533049856328581,0.611,0.7173993350572591,5157,3.6,19.6,1.3,4.3,12.0,23.5,15.96644662727707,-46.21869838371771,-0.009323140033561184,-158.90928725701946,9.407831900668581,14.97368540355751,2020-05-03,2020-06-13,41,39.49,39.49,0.0,0.0
17061,0.2373051490404651,0.725,0.7421665174574754,13218,6.4,14.4,1.2,3.6,12.1,18.8,24.341654674018844,-39.740509057165255,-7.7315670568905235,-118.69182775902628,4.791924186238148,13.98171000645707,2020-05-03,2020-06-13,41,22.84,53.3,30.459999999999997,0.7429268292682926
17063,0.2743743795765869,0.782,0.5789904032362181,50509,4.2,8.8,1.2,13.5,6.9,13.3,120.8095450459823,-33.39950464036202,0.18918472809455225,-571.7960808969925,18.899651719634324,44.27758676003168,2020-05-03,2020-06-13,41,84.87,254.61,169.74,4.140000000000001
17065,0.2485416379797144,0.583,0.7695631301008161,8221,6.2,9.5,0.7,3.7,11.5,21.0,18.914778718568,-32.0907581955666,-7.180489660002153,-175.979602791197,10.3510260138956,30.002044816484513,2020-05-03,2020-06-13,41,24.46,24.46,0.0,0.0
17067,0.2653311559084757,0.5740000000000001,0.7049665606841355,18112,3.0,11.9,1.2,3.7,6.8,22.4,22.819176504793703,-54.23020611568555,3.51258259524813,-132.01910922745182,10.114900378926778,12.190400289573462,2020-05-03,2020-06-13,41,44.49,100.09,55.6,1.3560975609756099
17069,0.2149448759796632,0.531,0.7695530726256983,4009,8.6,16.4,0.9,5.4,18.9,21.3,22.589464533275407,-9.8903533851784,-54.36808964252066,-5.723486028877139,-27.90179783824887,-49.152575580501185,2020-05-03,2020-06-13,41,25.39,25.39,0.0,0.0
17071,0.22074179726244444,0.759,0.6125639567936327,6884,6.7,8.2,1.2,3.8,9.9,24.7,18.17371328745048,-21.536190928313413,-0.5020799236224767,-62.70416545858703,5.9864807773553,10.493110714758927,2020-05-03,2020-06-13,41,73.43,117.49,44.05999999999999,1.074634146341463
17073,0.2880098560772336,0.8,0.5675039564988029,49464,4.4,11.9,0.6,9.4,9.8,19.9,60.102134333060036,-52.99230143898641,-0.29559213015513863,-400.72496263079233,17.57430346315518,31.814161691743386,2020-05-03,2020-06-13,41,101.49,146.14,44.64999999999999,1.0890243902439023
17075,0.25626339747722066,0.6659999999999999,0.7463257807715861,28169,6.0,14.0,1.7,9.9,10.8,20.9,25.209294328982875,-9.691243403905668,-4.983377434018584,-219.1301703163017,13.689864015541058,33.234037258537356,2020-05-03,2020-06-13,41,136.63,492.59,355.96,8.681951219512195
17077,0.28137332795615816,0.705,0.44046796928951537,58551,7.4,27.5,1.2,25.8,7.8,14.3,100.24626606166309,-8.133065527255576,-4.887366554900375,-160.01108237901738,12.317327766179535,24.00667105445097,2020-05-03,2020-06-13,41,239.75,539.87,300.12,7.32
17079,0.28852118060247056,0.634,0.7739485981308412,9598,7.3,13.1,1.5,2.8,10.7,18.7,19.405049794182656,-34.71653240587591,-3.746522350350471,-205.60853070849998,14.364376346660269,33.432997188159746,2020-05-03,2020-06-13,41,469.04,479.47,10.430000000000007,0.2543902439024392
17081,0.2579528193595075,0.6719999999999999,0.6879816459791752,38169,5.7,18.4,1.4,14.3,14.0,18.3,66.82170431840687,-14.297904011961323,3.172064331350547,-207.8782362459547,14.981403998140392,27.78081204431872,2020-05-03,2020-06-13,41,226.41,271.16,44.75000000000003,1.091463414634147
17083,0.28662123764969016,0.722,0.7049404057865526,22069,5.3,9.2,1.0,4.1,8.3,18.6,59.761356771259955,-40.54933467177948,6.896138162628914,-235.71029082774047,13.422612175786965,34.67557074100698,2020-05-03,2020-06-13,41,59.26,127.64,68.38,1.6678048780487804
17085,0.2836334867633924,0.643,0.5400564672666314,21834,4.7,8.3,1.3,5.2,8.2,26.4,36.3351551112891,-70.69643469543504,6.9456586551178425,-482.7479091995221,19.20224038752652,30.936745236638536,2020-05-03,2020-06-13,41,60.22,157.49,97.27000000000001,2.372439024390244
17087,0.2960982776305209,0.637,0.7635079651831171,12602,3.6,11.8,1.2,15.5,17.8,20.4,36.64168394572458,-45.158038807128754,7.370086144381518,-235.91954022988497,15.957038741848848,40.215246587211105,2020-05-03,2020-06-13,41,32.02,152.07,120.04999999999998,2.9280487804878046
17089,0.3335426920068461,0.9129999999999999,0.4150937716367139,530839,8.8,10.0,3.7,42.7,15.9,12.6,1022.104268331485,-22.333972426447808,1.6343058477605157,-1179.5334507042253,19.100110926234056,44.192116151755904,2020-05-03,2020-06-13,41,364.15,1341.05,976.9,23.826829268292684
17091,0.2723288551640053,0.7759999999999999,0.5312123454180321,111061,5.9,14.8,1.6,27.8,12.1,15.9,164.1706127201281,-14.919399800166614,-10.680949374213789,-398.85057471264366,15.64812779365429,33.96040415311491,2020-05-03,2020-06-13,41,323.58,1106.32,782.74,19.09121951219512
17093,0.34827203891099995,0.924,0.4670234063651842,124626,4.4,5.3,1.9,29.7,7.9,9.6,389.14096738019583,-40.091887913438725,8.117514706916374,-1536.786085150571,22.81976744186048,51.126053325269936,2020-05-03,2020-06-13,41,241.96,718.74,476.78,11.628780487804878
17095,0.25608319194968737,0.74,0.4827136627253518,50999,5.6,18.1,1.7,17.0,11.2,20.4,71.18400741562745,-15.8652976120225,-0.479553350310186,-278.54166666666663,14.852518924562766,25.36893791577808,2020-05-03,2020-06-13,41,100.97,219.77,118.80000000000001,2.8975609756097565
17097,0.3881804936752944,0.915,0.3616466789667897,703619,7.0,8.3,2.4,37.8,9.4,13.2,1584.9371236076315,-47.29183245041646,11.49282805029217,-2678.4559207094408,21.46282973621103,48.56479937963351,2020-05-03,2020-06-13,41,593.18,1287.72,694.5400000000001,16.94
17099,0.25725341717044986,0.8230000000000001,0.5365378043141749,110401,4.9,13.5,1.2,14.2,11.3,18.1,97.25376898260204,-30.243682407977637,-2.2656743346865107,-372.13039485766745,15.25743453173547,30.40314254206964,2020-05-03,2020-06-13,41,61.06,161.29,100.22999999999999,2.444634146341463
17101,0.2580384359035656,0.541,0.7418772563176895,16189,7.8,16.7,3.1,15.3,15.3,17.1,43.49800935856676,-51.10090691686469,-5.149379266241265,-247.77682403433468,15.373333333333356,31.93319308678994,2020-05-03,2020-06-13,41,24.95,24.95,0.0,0.0
17103,0.26503182615430976,0.8740000000000001,0.5560074891858738,34527,4.5,10.9,1.3,13.6,11.2,18.5,47.63374991854912,-27.414448226614407,-0.08319324108798781,-366.11970620409437,16.17430673457839,30.32519188530755,2020-05-03,2020-06-13,41,72.7,255.9,183.2,4.468292682926829
17105,0.2570387906099997,0.7440000000000001,0.6685441089789771,36324,5.1,13.8,1.5,10.8,10.7,18.3,34.8055628729632,-47.913073871078005,-5.604762596195736,-256.5406345067362,12.867506681939636,24.745415659311014,2020-05-03,2020-06-13,41,66.59,102.66,36.06999999999999,0.8797560975609754
17107,0.29575019779674233,0.679,0.6597048625110878,29207,5.0,8.5,0.6,13.5,11.1,17.7,47.25513890287929,5.641033090264653,0.19493712591291135,-308.4838432239833,17.25768321513002,33.042919746161,2020-05-03,2020-06-13,41,24.14,34.48,10.339999999999996,0.2521951219512194
17109,0.2852772575240673,0.772,0.519019248395967,30875,5.1,22.0,1.6,11.9,6.5,16.6,52.38312920122165,-68.98149835392444,-5.520148518167662,-177.6580217806221,11.277932960893853,8.420067803080943,2020-05-03,2020-06-13,41,114.83,341.22,226.39000000000004,5.521707317073171
17111,0.3543365026469639,0.892,0.5051992945326279,307789,5.4,7.1,1.5,18.5,7.2,13.5,510.0848594688735,-36.249201905603854,7.079801036397089,-1357.9664570230611,20.569960776146356,45.428989680963795,2020-05-03,2020-06-13,41,239.83,594.38,354.54999999999995,8.647560975609755
17113,0.3941857639685868,0.762,0.466424500532348,173219,3.8,14.6,1.3,20.5,4.1,12.3,146.39471228847378,-3.004316021473853,-1.1102964281973349,-745.0654582074521,21.105994073756737,40.312702324134776,2020-05-03,2020-06-13,41,57.37,139.65,82.28,2.006829268292683
17115,0.2976290349998746,0.835,0.5590095713691219,106512,4.9,16.2,1.1,23.5,9.7,18.9,183.45936307657533,-19.72317908486319,-4.0917167916227255,-282.83208020050125,14.498251878300955,29.51969847512446,2020-05-03,2020-06-13,41,115.61,196.16,80.55,1.9646341463414634
17117,0.28637817875156185,0.7879999999999999,0.6405187835420394,45719,4.4,13.4,1.2,3.8,9.0,19.2,52.98177013743082,-40.261191141309546,-5.552989910015847,-293.1279620853082,14.390768186446435,26.336917642166572,2020-05-03,2020-06-13,41,70.39,101.18,30.790000000000006,0.7509756097560977
17119,0.32010514714159866,0.8370000000000001,0.5414851857826531,265670,5.2,13.7,1.4,14.7,7.9,16.5,371.02206262759626,-18.831808839261026,3.3512064343163663,-440.2703239912544,18.310522123252948,38.73673271634972,2020-05-03,2020-06-13,41,137.85,267.02,129.17,3.1504878048780487
17121,0.2284506051648831,0.706,0.6945648354222795,38084,6.5,17.9,1.7,8.7,11.2,19.1,66.52799699589445,1.7947779032274396,2.818292121668552,-185.57811457439712,13.684536241974154,34.113911970030905,2020-05-03,2020-06-13,41,90.08,145.72,55.64,1.3570731707317074
17123,0.2752608965281053,0.736,0.6325200534759359,11794,3.7,11.2,0.8,5.2,7.2,22.7,30.489413732242504,-34.96660652836548,-1.322635389143084,-367.3909294705984,16.3807099107077,34.7033048656381,2020-05-03,2020-06-13,41,34.25,42.81,8.560000000000002,0.2087804878048781
17125,0.25305055766267337,0.439,0.6256552574776442,13778,4.8,15.4,1.0,3.4,11.2,21.7,25.547668728854042,-54.934185738786546,-6.250431421274241,-212.9725782897938,14.693136565940506,26.03729071181519,2020-05-03,2020-06-13,41,95.44,132.15,36.71000000000001,0.8953658536585368
17127,0.2836210864735356,0.629,0.7251234475534939,14430,4.5,18.0,2.4,11.5,13.8,21.1,60.830206459078134,-2.6388842592284,8.055521881440168,-229.53216374269005,15.362617250057195,34.40794313480073,2020-05-03,2020-06-13,41,28.13,49.23,21.099999999999998,0.5146341463414633
17129,0.3301499580984413,0.7120000000000001,0.6494244052187261,12367,2.4,9.6,1.3,4.3,6.6,18.8,39.33033141846405,-43.92272262026614,-3.8839810684470817,-741.913082437276,23.17259437049969,40.88325958916396,2020-05-03,2020-06-13,41,121.89,178.77,56.88000000000001,1.387317073170732
17131,0.2772321821100213,0.7859999999999999,0.5638709677419355,15693,2.4,11.4,0.6,4.5,8.6,20.8,27.963374790875683,-37.1258000209842,4.457447999104689,-228.29841449603612,12.892498066511966,28.524958026746035,2020-05-03,2020-06-13,41,51.32,115.47,64.15,1.5646341463414635
17133,0.3637572515635953,0.8440000000000001,0.6525266094864111,33936,2.9,5.0,0.7,3.6,4.0,16.7,88.07808686540557,-54.016622657424726,11.26958617918843,-613.0384887005649,22.47573518759961,47.759856264172896,2020-05-03,2020-06-13,41,219.5,319.01,99.50999999999999,2.427073170731707
17135,0.2888658549703009,0.841,0.6649714902142086,29009,4.1,15.9,1.5,8.0,13.4,19.6,41.226368551942365,-75.67106775648915,-8.82366178588575,-234.6525698602794,14.917202415741265,29.33918179524169,2020-05-03,2020-06-13,41,97.13,142.22,45.09,1.0997560975609757
17137,0.2926936433829613,0.711,0.6132432432432432,34426,4.2,14.6,1.0,11.5,8.3,19.3,60.524140548009385,-5.881330445175406,-2.7528095197587827,-230.1819113502434,15.163592196158804,25.930012402035658,2020-05-03,2020-06-13,41,70.08,306.6,236.52000000000004,5.768780487804879
17139,0.2762028592773952,0.633,0.7090561833519019,14703,14.9,9.2,3.3,3.1,14.7,18.4,43.764589482002535,-37.67074509944732,-1.3503315433215313,-214.60693961827056,15.261739799846039,31.35132809823783,2020-05-03,2020-06-13,41,34.15,88.79,54.64000000000001,1.3326829268292686
17141,0.27471610194890833,0.7729999999999999,0.5932294465341215,51328,5.5,9.9,2.2,13.0,10.1,17.8,67.66229676395037,-38.41656209415362,-1.067377665144363,-284.81631679389324,16.58896658896659,33.224891600693155,2020-05-03,2020-06-13,41,252.82,452.72,199.90000000000003,4.875609756097562
17143,0.3261597186883147,0.8280000000000001,0.4539062201444531,184463,5.8,16.3,1.2,29.9,9.6,16.0,298.15981592812983,-6.782760471839215,-0.7347808516110088,-444.47682486816535,17.299259578750604,32.45716234363909,2020-05-03,2020-06-13,41,58.0,211.19,153.19,3.736341463414634
17145,0.22393067335308445,0.75,0.6957271896884197,21384,3.8,16.3,1.0,14.1,15.6,18.0,48.40619302259851,-37.04727855816353,0.2268902512321179,-336.5182546749777,19.422468354430386,41.240210665706776,2020-05-03,2020-06-13,41,159.99,202.34,42.349999999999994,1.0329268292682925
17147,0.3081092507145793,0.8859999999999999,0.6254440497335702,16427,3.7,5.9,0.3,3.7,6.4,18.9,37.40616337890503,-27.447699587234464,0.9234251951298188,-337.84438389343035,17.001883239171363,37.368984603084016,2020-05-03,2020-06-13,41,42.68,67.07,24.389999999999993,0.5948780487804877
17149,0.26007648520846083,0.565,0.7641434262948207,15754,5.0,13.9,1.1,4.2,11.3,20.3,18.948687323022266,-68.07484495198854,-6.684129817483492,-149.28014905149053,8.250599817986258,15.795232601597846,2020-05-03,2020-06-13,41,6.38,12.76,6.38,0.15560975609756098
17151,0.20614224506087245,0.629,0.7833800186741363,4249,3.5,13.2,0.9,9.0,14.0,29.2,11.522094689458724,0.40571220225742816,-20.42769072694581,-156.50107901726432,7.450237379676815,6.684655857274895,2020-05-03,2020-06-13,41,0.0,23.79,23.79,0.5802439024390244
17153,0.2237899890611386,0.63,0.6124314442413162,5611,3.4,18.9,0.6,36.4,14.3,21.2,28.1697662757655,-61.20444636484642,-3.2781591378801407,-88.91478891478891,6.614317171465378,17.423846369800568,2020-05-03,2020-06-13,41,362.98,1070.78,707.8,17.26341463414634
17155,0.25590352637653585,0.7859999999999999,0.5679845708775313,5746,2.5,8.8,1.3,7.8,7.7,22.2,35.88990571173989,-37.00793692653605,9.003561998405315,-306.66465216223486,15.786430942523602,35.256713192666346,2020-05-03,2020-06-13,41,0.0,17.48,17.48,0.42634146341463414
17157,0.2491493470204985,0.843,0.7061434408905172,32546,5.5,12.9,0.9,15.0,16.6,18.0,56.570718001672994,-42.644677405608064,1.92581905316356,-213.0533484676504,16.39160080582676,37.153246578153684,2020-05-03,2020-06-13,41,554.27,860.81,306.53999999999996,7.476585365853658
17159,0.2430434409050644,0.631,0.7468766267568975,15881,4.5,15.0,0.4,4.6,12.2,19.8,44.10719782697853,-31.21889081387722,-6.147211779880023,-274.2298373139494,14.971521562245725,36.075223883893344,2020-05-03,2020-06-13,41,19.03,25.37,6.34,0.1546341463414634
17161,0.2967944326631322,0.831,0.4218833015595212,145275,5.9,14.8,2.0,28.0,11.1,18.3,339.90445365943424,-2.8207338003373765,-2.5386210953221253,-343.94983725828064,15.778337163912294,28.885254280386075,2020-05-03,2020-06-13,41,303.05,540.75,237.7,5.7975609756097555
